Type, Number, Description, Latitude, LatitudeCoord, Longtitude, LongtitudeCoord, Latitude2, LatitudeCoord2, Longtitude2, LongtitudeCoord2
Real Estate; 3610; AAAA; N; 0,5809879447930998; E; 0,7845496267346255; S; 0,9556522084090512; E;0,6465609882500191 
Real Estate; 95885; Broad Bluff Meadow; N; 0,6261738418309165; W; 0,26779481251079473; S; 0,6714930344529758; W;0,5862239781884659 
Real Estate; 56638; Dappled Cove Meadows; N; 0,8244641291728189; W; 0,24956182783381453; S; 0,7147467414584017; E;0,842109955702166 
Real Estate; 60754; Dappled Woods Island; N; 0,8104847865422212; W; 0,19140097703988934; S; 0,7754662424876456; E;0,41953400874318714 
Real Estate; 42850; Broad Hollow Manor; N; 0,9166655038927131; W; 0,9934298000164938; S; 0,49804974695760496; E;0,3260842867885452 
Real Estate; 42553; Calm Hallow Dales; N; 0,9405009229781967; W; 0,8183605665639894; S; 0,7508912658266075; E;0,5684347487655687 
Real Estate; 95995; Meadow Cove Corner; N; 0,9911739826645574; W; 0,8292742356134598; S; 0,2891673997742922; E;0,671150837718352 
Real Estate; 78237; Fresh Point Plateau; N; 0,9905770952774263; W; 0,7258390622750213; N; 0,5307921734317163; W;0,30665058522291233 
Real Estate; 28172; Moonlit Pond Courts; N; 0,9051910220925586; W; 0,711177962687612; N; 0,5888502881400807; E;0,6512132778477375 
Real Estate; 73228; Winter Cove Hollow; N; 0,9059747957701563; W; 0,29036956696269134; N; 0,8652461948917436; E;0,43993008275387313 
Real Estate; 1868; Dappled Summit Vale; N; 0,9565859560544739; W; 0,5458643141626117; N; 0,18270894119072079; E;0,43591763205902745 
Real Estate; 55380; Covered Plains Domain; N; 0,9128969518068545; W; 0,17211028981669652; S; 0,9545567836419094; W;0,5473236109768992 
Real Estate; 82158; Sunny Valley Beach; N; 0,7081612688696038; E; 0,10362084803583194; N; 0,6849800278547107; W;0,3039670876928129 
Real Estate; 42667; Radiant Lake Lake; N; 0,6702021938785949; E; 0,4953347877970333; N; 0,09268900526105484; W;0,47536756361639665 
Real Estate; 87223; Sparkling Pathway Shire; N; 0,7189724381153731; W; 0,016206347212147865; N; 0,6692173249829522; W;0,8320287338905644 
Real Estate; 8620; Snowy Pier Falls; N; 0,817027848318524; E; 0,3953647911621422; S; 0,4492258465924276; W;0,1095720051327016 
Real Estate; 1862; Fern Vale Meadows; N; 0,6134393198155762; E; 0,5770192568526988; N; 0,1679634042823498; W;0,43269703095075485 
Real Estate; 70517; Azure Grove Beach; N; 0,5943705381632507; E; 0,8614743737297521; N; 0,7735665836567936; E;0,7423534514261545 
Real Estate; 60775; Soft Hollow Cross; N; 0,7358032005408731; E; 0,7995393765164109; N; 0,00960799508998511; W;0,6862999558913448 
Real Estate; 83291; Sapphire Rapids Arch; N; 0,8085131667377831; E; 0,8675052672094906; S; 0,8071733549163013; E;0,692185179000616 
Real Estate; 24339; Peaceful Timber Bridge; N; 0,8203085739264316; W; 0,0746698753849725; S; 0,366063696742873; E;0,7865624676597467 
Real Estate; 41525; Sunrise Terraces Crossing; N; 0,8196454118162823; E; 0,3716285221322473; S; 0,3498215744264134; W;0,14784760499619565 
Real Estate; 95008; Brisk Meadow Landing; N; 0,8986031472747774; W; 0,07815006198279784; N; 0,3468907166123264; W;0,16235957075343066 
Real Estate; 92432; Quiet Meadow Trails; N; 0,9873753228197468; E; 0,4507480664065465; N; 0,12132609535075067; E;0,7717176765419401 
Real Estate; 23037; Meadowy Parkland Domain; N; 0,8945977633516795; E; 0,7198536044655862; S; 0,2258637780174899; E;0,22082764247672138 
Real Estate; 41190; Rolling Glen Overlook; N; 0,9332071839504087; E; 0,7614440998708083; S; 0,18765570190650604; W;0,5798412166598095 
Real Estate; 50390; Breezy Retreat Terrace; N; 0,9798301845445279; E; 0,604459714832058; S; 0,4427002151980589; E;0,17713619047874618 
Real Estate; 29312; Fern Shire Lake; N; 0,996647078386332; E; 0,9194526224035227; N; 0,40258332136757025; W;0,9065527000656232 
Real Estate; 59818; Wild Ridge Courts; S; 0,9579171145574508; W; 0,9928309395836231; N; 0,3330966208740249; E;0,6233793209684287 
Real Estate; 23547; Sunrise Grove Grove; S; 0,8543201289570189; W; 0,9866862603271882; N; 0,8720382864125239; E;0,061913975807807886 
Real Estate; 32848; Sunny Preserve Arch; S; 0,9976809418399751; W; 0,18097343111095454; N; 0,8816109394532536; E;0,431342887151807 
Real Estate; 47510; Dappled Stream Domain; S; 0,952101699489776; W; 0,10389356194989852; S; 0,3712777765811748; W;0,8651615508565308 
Real Estate; 78096; Starlit Slopes Ridge; S; 0,7302752141273825; W; 0,9324289475496278; N; 0,472229677538887; E;0,5527507956366318 
Real Estate; 52720; Cedar Retreat Ridge; S; 0,6698123619873495; W; 0,9749162196865281; N; 0,18120110461458594; W;0,009720237347736638 
Real Estate; 26487; Azure Woodland Glade; S; 0,8168194861325874; W; 0,5102669469863811; S; 0,5558796671899274; W;0,9350666406274937 
Real Estate; 19032; Cozy Prairie Creek; S; 0,675123466963636; W; 0,2624575252212945; S; 0,06653348027798822; W;0,2918464302446655 
Real Estate; 26796; Hidden Arbor Vale; S; 0,9965397065371232; E; 0,08327684631326415; S; 0,5779793102407377; E;0,5441003796553907 
Real Estate; 94029; Oakwood Pines Meadowlands; S; 0,8580220815179342; E; 0,052499074035387006; S; 0,12151031772221987; W;0,8380124695267716 
Real Estate; 18339; Bright Desert Meadows; S; 0,9104608089803713; E; 0,1260020365186879; S; 0,6877745062226076; W;0,38206420855170353 
Real Estate; 68207; Blissful Bay Gateway; S; 0,8626989117593823; E; 0,1076317703527565; N; 0,9892492915334379; E;0,17035940805191563 
Real Estate; 218; Majestic Basin Shire; S; 0,7663764854018768; E; 0,0170951011420013; N; 0,0574194977225464; E;0,5619072797533294 
Real Estate; 43457; Dappled Falls Garden; S; 0,6378885765516421; E; 0,020860609291710408; N; 0,02804620822379633; W;0,7671219190680945 
Real Estate; 72503; Still Springs Bridge; S; 0,833176537019488; E; 0,20168671160050478; N; 0,9733081625195316; E;0,5748521389371749 
Real Estate; 72109; Sunflower Hallow View; S; 0,6399089880255948; E; 0,06489600916150207; N; 0,8612719370477353; W;0,7143869104924605 
Real Estate; 34558; Broad Desert Cape; S; 0,534284522800412; W; 0,9700153746310057; N; 0,8461171627570543; W;0,03476483452596579 
Real Estate; 340; Shady Oasis Peak; S; 0,48482762931748924; W; 0,9310945490887448; N; 0,1323290605264592; W;0,9621181310736286 
Real Estate; 66478; Sunset Plains Gateway; S; 0,6261014871384658; W; 0,8281889017794012; S; 0,685619183560214; E;0,6849738239993383 
Real Estate; 31689; Snowy Arbor Meadowlands; S; 0,4673800160187135; W; 0,7124067643401244; S; 0,3820407804376613; W;0,15313432127292959 
Real Estate; 98530; Dreamy Lagoon Plaza; S; 0,26533116602715257; W; 0,974535900282494; N; 0,519287945464522; E;0,3366635389151613 
Real Estate; 74960; Wildflower Slopes Bridge; N; 0,1965866774075955; W; 0,9370305802058594; N; 0,051787800447607335; E;0,1712848565397096 
Real Estate; 7681; Pristine Arbor Domain; S; 0,4465179115177518; W; 0,7395525476720096; S; 0,12754308466446362; E;0,55492019561337 
Real Estate; 86565; Winter Knoll Courts; N; 0,36330788990433316; W; 0,775224785423658; S; 0,7189087015526014; W;0,35560717413428933 
Real Estate; 68674; Blissful Hill Corner; S; 0,6000208161379348; W; 0,009584401795496689; N; 0,5558295748196165; E;0,8015653135821291 
Real Estate; 87617; Cozy Bluff Meadows; N; 0,056621873741908635; W; 0,16317588233973257; N; 0,5802568717082185; W;0,2365158251842372 
Real Estate; 87908; Mellow Arbor Oasis; S; 0,27808286904324997; E; 0,1919290123580304; N; 0,19016183905151118; W;0,7402777055313569 
Real Estate; 65699; Azure Valley Grove; N; 0,26276357423357266; E; 0,24411424780030555; S; 0,658372934058942; W;0,6281184532393903 
Real Estate; 23657; Violet Knoll Bridge; N; 0,33770113916788236; W; 0,22268878743133447; N; 0,012674939710431765; W;0,48001892465707097 
Real Estate; 97528; Brisk Plains Domain; N; 0,4157261595056324; W; 0,19833302043092016; S; 0,448271946906876; W;0,5023833463051659 
Real Estate; 7464; Woodland Beachside Nook; N; 0,4636760071723085; E; 0,20397620959569784; N; 0,08455046341275663; W;0,746941553015647 
Real Estate; 39841; Autumn Mountain Harbour; N; 0,5619622541684121; E; 0,2217394211823932; S; 0,7001667851266599; E;0,9050101888928871 
Real Estate; 23754; Autumn Beachside Ridge; S; 0,9669383178802297; E; 0,3068739777839271; N; 0,7643962441560541; W;0,5583517529589113 
Real Estate; 4729; Tranquil Valley Arch; S; 0,9631913057823683; E; 0,28965566174535606; S; 0,31191122124882953; E;0,72775773703817 
Real Estate; 39319; Broadleaf Arbor Corner; S; 0,9711832082919897; E; 0,5709332602909482; S; 0,44284979836622396; E;0,4366662569491234 
Real Estate; 19937; Meadowy Terraces Acres; S; 0,9597698899290122; E; 0,5591983880906473; N; 0,821426567301675; E;0,9730719021318264 
Real Estate; 96674; Dappled Haven Glade; S; 0,7819227143167439; E; 0,33245591096272187; S; 0,18470408505819236; W;0,005429980688047786 
Real Estate; 35037; Enchanted Shire Crescent; S; 0,5281692731225422; E; 0,37783804785149133; N; 0,828889789450703; E;0,49767308410893596 
Real Estate; 7848; Fern Basin Peaks; S; 0,837080829986441; E; 0,5044541904329176; S; 0,06380325657505437; W;0,07820729279167193 
Real Estate; 7449; Woodland Cliffside Bridge; S; 0,6055873412521386; E; 0,42755575066193496; N; 0,6941385392035997; E;0,9195386788373505 
Real Estate; 19607; Fern Cliffside Pines; S; 0,9932643459746376; E; 0,8041458259047617; N; 0,9316115275667868; W;0,5397410419585239 
Real Estate; 86336; Broadleaf Forest Arch; S; 0,8983437084574999; E; 0,7322328161214208; S; 0,23059181774632498; W;0,4447669681655766 
Real Estate; 25313; Willow Woodland Parkway; S; 0,7830621461101027; E; 0,9945250900513458; S; 0,8247918908699384; E;0,8697020653725734 
Real Estate; 17717; Meadow Bay Lake; S; 0,7736567475419878; E; 0,9990854728231556; S; 0,6034435680641687; W;0,6754651309103225 
Real Estate; 57482; Hidden Acres Lake; S; 0,47966923805512784; E; 0,7577190099656405; N; 0,7884454845092642; W;0,15294402172648147 
Real Estate; 59126; Crystal Arbor Preserve; S; 0,4510199196201682; E; 0,7976951091373271; S; 0,3746175449495539; W;0,9596889701117451 
Real Estate; 88532; Willow Oaks Oasis; S; 0,5357210946463403; E; 0,9910523230517436; N; 0,08684084859092867; W;0,8752444780247133 
Lot;83547; Jade Valley Knoll; S; 0,45555970458496275; E; 0,9840516936515592; N; 0,35212378662767685; W;0,8630349755143429 
Real Estate; 6605; Summer Desert Shores; S; 0,41317809551733065; E; 0,3116372911037979; S; 0,0012420729491072757; W;0,4822775422123128 
Real Estate; 96909; Moonlit Summit Meadows; S; 0,063828666482727; E; 0,2600194281304701; S; 0,009188691022103068; W;0,5544173893760999 
Real Estate; 39739; Misty Bridge Hills; S; 0,3852847952532298; E; 0,47209507890744484; S; 0,771628171984046; E;0,9160689761739728 
Real Estate; 9433; Violet Cove Gateway; S; 0,060611316397948145; E; 0,6167598244792686; S; 0,222717014064175; W;0,8129160271278868 
Real Estate; 41443; Hidden Springs Terrace; N; 0,2076413241462658; E; 0,49279651168569616; N; 0,8942612688202995; E;0,36086395396893156 
Real Estate; 35642; Sheltered Overlook Arcadia; N; 0,37388931265908554; E; 0,42059228209256705; N; 0,17665385052771598; E;0,18301047195488318 
Real Estate; 34378; Cool Mountain Fields; N; 0,35263503123663564; E; 0,6195664616294015; N; 0,7535547802452687; W;0,0993700953765777 
Real Estate; 96034; Covered Forest Point; N; 0,47556052872292753; E; 0,6294168004430576; S; 0,12060461282892321; E;0,8400037516721651 
Real Estate; 33931; Gleaming Lookout Crest; S; 0,04386115341834884; E; 0,798545384181928; S; 0,8229018839714196; E;0,9526978864179261 
Real Estate; 34465; Whispering Dunes Crossing; N; 0,278963781200974; E; 0,7476995188414849; N; 0,6387133949639782; W;0,337246938906544 
Real Estate; 76843; Covered Meadow Grove; N; 0,2078743862921546; E; 0,8805772829163273; N; 0,7593785040854141; W;0,9461032918055448 
Real Estate; 91220; Sapphire Plains Oasis; N; 0,42834593600027693; E; 0,9602035352879208; N; 0,016688496502361483; E;0,10915561314436228 
Real Estate; 92872; Highland Forest Crest; N; 0,44998082873809075; E; 0,7983831070005617; N; 0,8601392287699268; E;0,24287806998487227 
Real Estate; 30004; Enchanted Path Fields; N; 0,5125224710730212; E; 0,8133676971844275; N; 0,24782742890471243; W;0,6401861553180249 
Real Estate; 22123; Verdant Preserve Fields; N; 0,4931318471104902; E; 0,9716902077659514; N; 0,38858156170277147; W;0,2103331132681462 
Real Estate; 5876; Majestic Rapids Cross; N; 0,5785275049134897; E; 0,9085475703851755; S; 0,9357681852665353; E;0,912137850050877 
Real Estate; 44113; Wild Forest Grove; N; 0,6253180321179126; W; 0,9321691285177316; S; 0,15262672358561125; W;0,9810170439455902 
Real Estate; 18670; Dreamy Springs Hills; N; 0,8054809284985548; W; 0,9994172673233194; N; 0,1378333283527785; W;0,9874480486244815 
Real Estate; 91429; Open Terraces Bluffs; N; 0,5939074902598122; W; 0,7128578462073065; N; 0,11118715263000312; W;0,9250683852441713 
Real Estate; 79347; Woodland Meadow Crossing; N; 0,8064301234573393; W; 0,891493520797636; N; 0,7265186239734047; E;0,05769741357350466 
Real Estate; 31835; Towering Ridge Knoll; N; 0,8289583576988073; W; 0,9888890348492815; S; 0,939512697038602; W;0,3397259824038592 
Real Estate; 15502; Hidden Bay Harbor; N; 0,8713356805410343; W; 0,9994562882133818; N; 0,27565915730382173; E;0,484874726273148 
Real Estate; 85708; Shady Valleyview Knoll; N; 0,8194377351503437; W; 0,9459481617107326; N; 0,2956556964599838; E;0,9750882319196099 
